-1,-1,0
-1,0,-1
-1,0,6.12323399573677e-17
-1,0,1
-1,1,0
-0.707106781186547,0,0
0,-1,-1
0,-1,6.12323399573677e-17
0,-1,1
0,-0.707106781186547,0
0,6.12323399573677e-17,-1
0,0,-0.707106781186547
0,6.12323399573677e-17,6.12323399573677e-17
0,0,0.707106781186548
0,6.12323399573677e-17,1
0,0.707106781186548,0
0,1,-1
0,1,6.12323399573677e-17
0,1,1
0.707106781186548,0,0
1,-1,0
1,0,-1
1,0,6.12323399573677e-17
1,0,1
1,1,0
