0,100
0,0.59589952102919
1,0.075425381823507
2,0.00523316331253994
3,0.000860117628216037
4,8.78414505837951e-05
1,0.061211508420854
2,0.0121860895689539
3,0.00117683127723496
4,0.000233185705243064
5,3.29949788952392e-05
2,0.00902506692439367
3,0.00177284952827974
4,0.000312783185167501
5,4.76307605990175e-05
6,1.07060254177899e-05
3,0.000988001539465355
4,0.000321970838370599
5,4.73758703498895e-05
4,0.00020716076088282
5,4.56283772749219e-05
6,1.34945060031123e-05
1,0.0236936340326572
2,0.00515050748177573
3,0.000806643772634015
2,0.00282051499475931
3,0.000527984847284672
2,0.00438271100369184
3,0.00108596052563684
4,0.000165187908238749
3,0.000534826001586037
4,7.12981690672849e-05
3,0.000535997921169048
4,0.000116475559597208
1,0.0379272698884718
2,0.00616873918381134
3,0.000718592507281808
2,0.00601669019474951
3,0.00122340571339929
4,0.000171346982002495
3,0.00064352471531847
4,0.000125555619707204
5,3.15997561840027e-05
2,0.00541254704289089
3,0.000868460282956999
2,0.00591261749422658
3,0.00107609016520866
4,8.74286542464637e-05
3,0.000959581476923034
4,0.000205428772614427
5,1.91951280800629e-05
4,9.67299655840927e-05
5,3.45971684246226e-05
6,4.16607934644285e-06
3,0.00072082704265164
4,0.000227544342058703
3,0.000850062261686271
4,0.000141086737991753
