0,100
0,0.596796832435375
1,0.0442915359867507
2,0.00317292036141335
3,0.000525360523634858
4,5.45204756709446e-05
1,0.0356978532130215
2,0.00418195928236394
3,0.000419407150738734
4,8.14164682101337e-05
5,1.16112213010729e-05
2,0.00550478053942244
3,0.000629838384874886
4,0.000116307294434514
5,1.71756117231856e-05
6,3.89110257420486e-06
3,0.000604411928221335
4,0.000112415675306794
5,1.70836985163416e-05
4,0.000128688533733504
5,1.60570245500111e-05
6,4.90457522724362e-06
1,0.0139622688725531
2,0.00171683582725858
3,0.000277699368687419
2,0.000940171664919771
3,0.000181766801829636
2,0.00270411068752003
3,0.0003738584027049
4,5.87334784848885e-05
3,0.000184121973089904
4,2.53504601128124e-05
3,0.000324141074893923
4,7.09946268021077e-05
1,0.0223362501834463
2,0.00206613606227173
3,0.000248623396485174
2,0.00202246156966275
3,0.000235444539319736
4,3.405719995529e-05
3,0.000224832859189723
4,2.49556356108818e-05
5,6.48680097392369e-06
2,0.0018041823476303
3,0.000298980641132003
2,0.00361724474829861
3,0.000373678873541306
4,3.10162715783743e-05
3,0.000332217807956675
4,4.08313511200185e-05
5,3.94037772947689e-06
4,3.47013620669138e-05
5,7.10211004556604e-06
6,8.83260360846594e-07
3,0.000248155656149844
4,8.09046549542055e-05
3,0.000514069335621256
4,8.59957260140202e-05
