0.0105360515657826 1 1 1 1
0.0168576825052522 1 1 2 2
0.0244436396326157 1 1 2 2
0.0335467881854519 1 1 2 2
0.0444705664488553 1 1 2 2
0.0575791003649394 1 1 2 2
0.0733093410642404 1 1 2 2
0.0921856299034015 1 1 2 2
0.114837176510395 1 1 2 2
0.142019032438787 1 1 2 2
0.174637259552857 1 1 2 2
0.213779132089742 1 1 2 2
0.260749379134003 1 1 2 2
0.317113675587117 1 1 2 2
0.384750831330853 1 1 2 2
0.465915418223337 1 1 2 2
0.514614170358827 1 1 3 3
0.573052672921415 1 1 3 3
0.643178875996521 1 1 3 3
0.727330319686648 1 1 3 3
0.777821185900725 2 1 3 3
0.838410225357616 2 1 3 3
0.911117072705886 2 1 3 3
0.99836528952381 2 1 3 3
1.10306314970532 2 1 3 3
1.22870058192313 2 1 3 3
1.3794655005845 2 1 3 3
1.56038340297815 2 1 3 3
1.66893414441434 3 2 3 3
1.79919503413776 3 2 3 3
1.95550810180587 3 2 3 3
2.1430837830076 3 2 3 3
2.36817460044968 3 2 3 3
2.63828358138018 3 2 3 3
2.96241435849677 3 2 3 3
3.35137129103669 3 2 3 3
3.81811961008458 3 2 3 3
4.37821759294206 3 2 3 3
4.71427638265654 3 3 3 3
5.11754693031392 3 3 3 3
5.60147158750278 3 3 3 3
6.18218117612941 3 3 3 3
6.87903268248137 3 3 3 3
7.71525449010371 3 3 3 3
8.71872065925053 3 3 3 3
9.92288006222671 3 3 3 3
11.3678713457981 3 3 3 3
13.1018608860838 3 3 3 3
15.1826483344267 3 3 3 3
17.6795932724381 3 3 3 3
20.6759271980518 3 3 3 3
24.2715279087882 3 3 3 3
28.5862487616719 3 3 3 3
33.7639137851323 3 3 3 3
39.9771118132849 3 3 3 3
47.4329494470679 3 3 3 3
56.3799546076076 3 3 3 3
67.1163608002552 3 3 3 3
80.0000482314323 3 3 3 3
95.4604731488448 3 3 3 3
114.01298304974 3 3 3 3
