t mean std min max stdmean
0.0105360515657826 0.00214962521257991 8.8818975293105e-07 0.00214828904408919 0.00215088544908372 0.000413183539034264
0.0231793134447218 0.00355946732883744 3.40909233586461e-06 0.00355380619885611 0.00356410790191937 0.000957753512230733
0.0168576825052522 0.00222863033490046 0.000584487215243634 0.00168633153787703 0.002833596564109 0.262262972055318
0.0244436396326157 0.00307129580292013 0.00051627414382286 0.00255541179826269 0.00364834251196071 0.168096522429392
0.0335467881854519 0.00262473813868874 0.000383589064514454 0.00245192607227278 0.0036439527049222 0.146143746250468
0.0444705664488553 0.00278385826035474 0.000309277186587797 0.00262699692124728 0.00360694821783852 0.111096599633771
0.0575791003649394 0.00604824372113903 0.000990333674774028 0.00341065847991758 0.00644535894463364 0.16373904895941
0.0733093410642404 0.00354799601678321 4.59563514618368e-05 0.00348780188696098 0.0036681249832411 0.0129527629806933
0.0921856299034015 0.00814715450214238 0.0016228561753989 0.00380382128621849 0.00879942604936997 0.199193003517014
0.114837176510395 0.00690921071020549 0.00117096718095923 0.00596830763946412 0.0100019121315418 0.169479153274283
0.142019032438787 0.0081911727326409 0.000644781792504483 0.00724292986865075 0.00982777893092404 0.0787166640907351
0.174637259552857 0.0111668291942083 0.000772365526959983 0.00995060059698587 0.0125217928566912 0.0691660554242712
0.213779132089742 0.0142309686725195 0.000777542870483236 0.0112332528508849 0.0145439311697001 0.0546373819221949
0.260749379134003 0.0146347117787877 0.000948883045655494 0.0128035278951655 0.0157857815071646 0.0648378362347289
0.317113675587117 0.0177879265814237 0.000375020827841822 0.0169466832376547 0.0181219843597248 0.0210828859746623
0.384750831330853 0.0201956588872615 0.000329004627892673 0.0192851405508265 0.0204924689444737 0.016290858829082
0.465915418223337 0.0231019027324493 0.000432020961058807 0.0217526531930274 0.0235886442956341 0.0187006657443841
0.563312922494317 0.0267474306814873 0.000593093752031243 0.0248906733363343 0.0272845244025901 0.0221738588312986
0.514614170358827 0.0182383155480056 0.00657212545286084 0.0100014674928471 0.0250899160917166 0.360347173266202
0.573052672921415 0.022686110632295 0.00551490743545949 0.0108587385403824 0.0275492805234544 0.243096206522448
0.643178875996521 0.0241539671651602 0.00398157859831382 0.0135064310948573 0.0302604729411452 0.164841600184705
0.727330319686648 0.0294271001745458 0.00405702585536744 0.0183282408607324 0.0336306557012438 0.137866994413427
0.828312052114801 0.0351071994606583 0.00328060976618471 0.0282915237328005 0.0379907019756886 0.0934454988316859
0.777821185900725 0.0201837392966413 0.00835892438831304 0.0127237010772694 0.0355988731809393 0.414141515873821
0.838410225357616 0.0317206550796581 0.00893093780010581 0.0142092977073124 0.0384031865043489 0.281549601598015
0.911117072705886 0.024456928451756 0.0085521280392527 0.0163904733531957 0.0403890904870297 0.349681197952668
0.99836528952381 0.0241762016894103 0.00984834929798945 0.0163119109334865 0.0457098796300126 0.407357178125431
1.10306314970532 0.0381898256486433 0.0106867049958908 0.0200367548142845 0.0503899195524863 0.279831206725356
1.22870058192313 0.0372808648936977 0.00718810181924199 0.0247985612297954 0.0553844300256053 0.192809416834563
1.3794655005845 0.0488158848672494 0.00594726769299256 0.0354094295855756 0.0562114008743117 0.121830582589369
1.56038340297815 0.0608500176052324 0.00411344088439142 0.0509887457771039 0.069357825787382 0.0675996662988264
1.77748488585052 0.0701328444945936 0.00443395757481156 0.0622712864734173 0.0791255068358637 0.0632222692058834
1.66893414441434 0.0497896571946707 0.0173976994907888 0.025891048031873 0.0763082663354044 0.349423966161611
1.79919503413776 0.0538058866867259 0.0182669698608245 0.0272618019478973 0.0800329954216344 0.33949760863863
1.95550810180587 0.0524480166786533 0.0165750316714307 0.0319719675745967 0.0864277812906058 0.316027806599155
2.1430837830076 0.059893649744399 0.0191262465491718 0.035683611564675 0.100741445649965 0.319336801660854
2.36817460044968 0.0725156643806111 0.0184293082982892 0.0464103058271906 0.107408198687167 0.254142445714346
2.63828358138018 0.0827172157472523 0.0141872705516939 0.0569103522089081 0.127015782142532 0.171515329953126
2.96241435849677 0.106962491457354 0.0151370621730123 0.068114050374008 0.138207765844986 0.141517479321687
3.35137129103669 0.129469933756354 0.014579230632044 0.0963551184262127 0.16726949840197 0.112607075705162
3.81811961008458 0.160541563176914 0.0148443350962693 0.127225518666826 0.183191908632277 0.0924641245701033
4.37821759294206 0.194721335138542 0.0202540087582534 0.147399250164422 0.230612077181611 0.104015354782992
5.05033517237103 0.229312537511043 0.0296385213101606 0.160994970579947 0.277338016657428 0.129249458541853
4.71427638265654 0.165886076838256 0.0558168043247997 0.0941467387532769 0.256994162401379 0.33647672781618
