0.0105360515657826 1 1 1 2 0.000156492746522777
0.0105360515657826 1 1 2 1 0.000160730061104598
0.0105360515657826 1 2 1 1 4.22207939099307e-08
0.0105360515657826 2 1 1 1 2.64385728801325e-08
0.465915418223337 1 1 1 3 0.00044578377525123
0.465915418223337 1 1 2 2 0.00192814369422955
0.465915418223337 1 1 3 1 0.000675419649648673
0.465915418223337 1 2 1 1 2.09655474445543e-06
0.465915418223337 2 1 1 1 0.000242277092019838
0.727330319686648 1 1 1 4 2.61519471619667e-05
0.727330319686648 1 1 2 3 8.97567078625681e-05
0.727330319686648 1 1 3 2 0.000104519250524349
0.727330319686648 1 1 4 1 1.39123280841378e-05
0.727330319686648 1 2 1 1 2.37770792756179e-05
0.727330319686648 2 1 1 1 0.00214039221089361
1.56038340297815 1 1 1 4 2.51055251424557e-05
1.56038340297815 1 1 2 3 0.000154177093457902
1.56038340297815 1 1 4 1 3.29843456845492e-05
1.56038340297815 1 2 1 1 0.00312433121440621
1.56038340297815 2 1 1 2 0.00125353581587625
1.56038340297815 2 1 2 1 0.00110239620620724
1.56038340297815 3 1 1 1 0.000483234179304653
4.37821759294206 1 1 1 4 2.51956979269006e-05
4.37821759294206 1 1 2 3 0.000166133598357134
4.37821759294206 1 1 4 1 3.04713202227741e-05
4.37821759294206 1 2 1 2 0.00158652069346214
4.37821759294206 1 2 2 1 0.000834026201602062
4.37821759294206 1 3 1 1 0.000480354714727331
4.37821759294206 2 1 1 3 6.81060740619837e-05
4.37821759294206 2 1 2 2 0.000240321020781584
4.37821759294206 2 1 3 1 5.88098151078168e-05
4.37821759294206 2 2 1 1 0.0015351749282551
4.37821759294206 3 1 1 2 8.28551642367087e-05
4.37821759294206 3 1 2 1 0.0001062192456429
4.37821759294206 4 1 1 1 2.09855309033253e-05
